url,title,start_year,end_year,parent,status,broadcasting_duration
/wiki/Just_an_Ordinary_Love_Story,Just an Ordinary Love Story,2012.0,2012.0,/wiki/Drama_Special_Series,completed,0.0
/wiki/Puberty_Medley,Puberty Medley,2013.0,2013.0,/wiki/Drama_Special_Series,completed,0.0
"/wiki/Rock,_Rock,_Rock_(TV_series)","Rock, Rock, Rock",2010.0,2010.0,/wiki/Drama_Special_Series,completed,0.0
/wiki/White_Christmas_(TV_series),White Christmas,2011.0,2011.0,/wiki/Drama_Special_Series,completed,0.0
/wiki/Drama_Stage,Drama Stage,2017.0,,,ongoing,6.0
/wiki/Don%27t_Announce_Your_Husband%27s_Death,Don't Announce Your Husband's Death,2022.0,2022.0,/wiki/Drama_Stage,completed,0.0
/wiki/Find_the_1st_Prize,Find the 1st Prize,2022.0,2022.0,/wiki/Drama_Stage,completed,0.0
/wiki/The_Apartment_Is_Beautiful,The Apartment Is Beautiful,2022.0,2022.0,/wiki/Drama_Stage,completed,0.0
/wiki/Dream_(TV_series),Dream,2009.0,2009.0,,completed,0.0
/wiki/Dream_High,Dream High,2011.0,2011.0,,completed,0.0
/wiki/Dream_High_2,Dream High 2,2012.0,2012.0,,completed,0.0
/wiki/Dream_of_the_Emperor,Dream of the Emperor,2012.0,2013.0,,completed,1.0
/wiki/Drinking_Solo,Drinking Solo,2016.0,2016.0,,completed,0.0
/wiki/Dr._Brain_(TV_series),Dr. Brain,2021.0,2021.0,,completed,0.0
/wiki/Dr._Champ,Dr. Champ,2010.0,2010.0,,completed,0.0
/wiki/Dr._Frost_(TV_series),Dr. Frost,2014.0,2015.0,,completed,1.0
/wiki/Dr._Ian,Dr. Ian,2015.0,2015.0,,completed,0.0
/wiki/Dr._Jin,Dr. Jin,2012.0,2012.0,,completed,0.0
/wiki/Dr._Kkang,Dr. Kkang,2006.0,2006.0,,completed,0.0
/wiki/Dr._Park%27s_Clinic,Dr. Park's Clinic,2022.0,2022.0,,completed,0.0
/wiki/Dr._Romantic,Dr. Romantic,2016.0,2023.0,,completed,7.0
/wiki/Duel_(South_Korean_TV_series),Duel,2017.0,2017.0,,completed,0.0
/wiki/Dummy_Mommy,Dummy Mommy,2012.0,2012.0,,completed,0.0
/wiki/Duty_After_School,Duty After School,2023.0,2023.0,,completed,0.0
/wiki/East_of_Eden_(TV_series),East of Eden,2008.0,2009.0,,completed,1.0
/wiki/Eccentric!_Chef_Moon,Eccentric! Chef Moon,2020.0,2020.0,,completed,0.0
"/wiki/Eight_Days,_Assassination_Attempts_against_King_Jeongjo","Eight Days, Assassination Attempts against King Jeongjo",2007.0,2007.0,,completed,0.0
"/wiki/Eighteen,_Twenty-Nine","Eighteen, Twenty-Nine",2005.0,2005.0,,completed,0.0
/wiki/Emergency_Couple,Emergency Couple,2014.0,2014.0,,completed,0.0
/wiki/Emperor_of_the_Sea,Emperor of the Sea,2004.0,2005.0,,completed,1.0
/wiki/Empire_of_Gold,Empire of Gold,2013.0,2013.0,,completed,0.0
/wiki/Empress_Cheonchu,Empress Cheonchu,2009.0,2009.0,,completed,0.0
/wiki/Empress_Ki_(TV_series),Empress Ki,2013.0,2014.0,,completed,1.0
/wiki/Empress_Myeongseong_(TV_series),Empress Myeongseong,2001.0,2002.0,,completed,1.0
/wiki/Enchanting_Neighbor,Enchanting Neighbor,2015.0,2015.0,,completed,0.0
/wiki/Encounter_(South_Korean_TV_series),Encounter,2018.0,2019.0,,completed,1.0
/wiki/Endless_Love_(2014_TV_series),Endless Love,2014.0,2014.0,,completed,0.0
/wiki/Endless_Love_(2000_TV_series),Endless Love Series,2000.0,2006.0,,completed,6.0
/wiki/Autumn_in_My_Heart,Autumn in My Heart,2000.0,2000.0,/wiki/Endless_Love_(2000_TV_series),completed,0.0
/wiki/Spring_Waltz,Spring Waltz,2006.0,2006.0,/wiki/Endless_Love_(2000_TV_series),completed,0.0
/wiki/Summer_Scent,Summer Scent,2003.0,2003.0,/wiki/Endless_Love_(2000_TV_series),completed,0.0
/wiki/Winter_Sonata,Winter Sonata,2002.0,2002.0,/wiki/Endless_Love_(2000_TV_series),completed,0.0
/wiki/Enemies_from_the_Past,Enemies from the Past,2017.0,2018.0,,completed,1.0
/wiki/Entertainer_(TV_series),Entertainer,2016.0,2016.0,,completed,0.0
/wiki/Entourage_(South_Korean_TV_series),Entourage,2016.0,2016.0,,completed,0.0
/wiki/Erexion,Erexion,2006.0,2006.0,,completed,0.0
/wiki/Eve_(South_Korean_TV_series),Eve,2022.0,2022.0,,completed,0.0
/wiki/Evergreen_(TV_series),Evergreen,2018.0,2018.0,,completed,0.0
/wiki/Everybody_Say_Kimchi,Everybody Say Kimchi,2014.0,2014.0,,completed,0.0
/wiki/Exit_(South_Korean_TV_series),Exit,2018.0,2018.0,,completed,0.0
/wiki/Exo_Next_Door,Exo Next Door,2015.0,2015.0,,completed,0.0
/wiki/Extracurricular_(TV_series),Extracurricular,2020.0,2020.0,,completed,0.0
/wiki/Extraordinary_Attorney_Woo,Extraordinary Attorney Woo,2022.0,2022.0,,completed,0.0
/wiki/Extraordinary_You,Extraordinary You,2019.0,2019.0,,completed,0.0
/wiki/Ex-Girlfriends%27_Club,Ex-Girlfriends' Club,2015.0,2015.0,,completed,0.0
/wiki/Eyes_of_Dawn,Eyes of Dawn,1991.0,1992.0,,completed,1.0
/wiki/Faith_(South_Korean_TV_series),Faith,2012.0,2012.0,,completed,0.0
/wiki/Falling_for_Challenge,Falling for Challenge,2015.0,2015.0,,completed,0.0
/wiki/Familiar_Wife,Familiar Wife,2018.0,2018.0,,completed,0.0
/wiki/Family_(2012_TV_series),Family,2012.0,2013.0,,completed,1.0
/wiki/Family_Secret_(TV_series),Family Secret,2014.0,2015.0,,completed,1.0
/wiki/Family%27s_Honor_(TV_series),Family's Honor,2008.0,2009.0,,completed,1.0
/wiki/Family:_The_Unbreakable_Bond,Family: The Unbreakable Bond,2023.0,2023.0,,completed,0.0
/wiki/Fanletter_Please,Fanletter Please,2022.0,2022.0,,completed,0.0
/wiki/Fantastic_(TV_series),Fantastic,2016.0,2016.0,,completed,0.0
/wiki/Fashion_70s,Fashion 70s,2005.0,2005.0,,completed,0.0
/wiki/Fashion_King_(TV_series),Fashion King,2012.0,2012.0,,completed,0.0
/wiki/Fatal_Promise,Fatal Promise,2020.0,2020.0,,completed,0.0
/wiki/Fates_%26_Furies_(TV_series),Fates & Furies,2018.0,2019.0,,completed,1.0
"/wiki/Father,_I%27ll_Take_Care_of_You","Father, I'll Take Care of You",2016.0,2017.0,,completed,1.0
/wiki/Father%27s_House_(TV_series),Father's House,2009.0,2009.0,,completed,0.0
/wiki/Feast_of_the_Gods_(TV_series),Feast of the Gods,2012.0,2012.0,,completed,0.0
/wiki/Feel_Good_to_Die,Feel Good to Die,2018.0,2018.0,,completed,0.0
/wiki/Fight_for_My_Way,Fight for My Way,2017.0,2017.0,,completed,0.0
/wiki/Find_Me_in_Your_Memory,Find Me in Your Memory,2020.0,2020.0,,completed,0.0
/wiki/Fireworks_(2000_TV_series),Fireworks,2000.0,2000.0,,completed,0.0
/wiki/Fireworks_(2006_TV_series),Fireworks,2006.0,2006.0,,completed,0.0
/wiki/First_Love_(1996_TV_series),First Love,1996.0,1997.0,,completed,1.0
/wiki/First_Love_Again,First Love Again,2016.0,2017.0,,completed,1.0
/wiki/First_Love_of_a_Royal_Prince,First Love of a Royal Prince,2004.0,2004.0,,completed,0.0
/wiki/First_Wives%27_Club,First Wives' Club,2007.0,2008.0,,completed,1.0
/wiki/Five_Enough,Five Enough,2016.0,2016.0,,completed,0.0
/wiki/Five_Fingers_(South_Korean_TV_series),Five Fingers,2012.0,2012.0,,completed,0.0
/wiki/Flames_of_Desire,Flames of Desire,2010.0,2011.0,,completed,1.0
/wiki/Flower_Band,Flower Band,2012.0,2012.0,,completed,0.0
/wiki/Flower_Crew:_Joseon_Marriage_Agency,Flower Crew: Joseon Marriage Agency,2019.0,2019.0,,completed,0.0
/wiki/Flower_Grandpa_Investigation_Unit,Flower Grandpa Investigation Unit,2014.0,2014.0,,completed,0.0
/wiki/Flower_of_Evil_(South_Korean_TV_series),Flower of Evil,2020.0,2020.0,,completed,0.0
/wiki/Flower_of_Queen,Flower of Queen,2015.0,2015.0,,completed,0.0
/wiki/Flower_of_Revenge,Flower of Revenge,2013.0,2013.0,,completed,0.0
/wiki/Flower_That_Blooms_at_Night,Flower That Blooms at Night,2023.0,2023.0,,completed,0.0
/wiki/Flowers_of_the_Prison,Flowers of the Prison,2016.0,2016.0,,completed,0.0
/wiki/Fly_High_Butterfly,Fly High Butterfly,2022.0,2022.0,,completed,0.0
/wiki/Forbidden_Love_(2004_TV_series),Forbidden Love,2004.0,2004.0,,completed,0.0
/wiki/Forecasting_Love_and_Weather,Forecasting Love and Weather,2022.0,2022.0,,completed,0.0
/wiki/Forest_(TV_series),Forest,2020.0,2020.0,,completed,0.0
/wiki/Forever_Young_(2014_TV_series),Forever Young,2015.0,2015.0,,completed,0.0
/wiki/Foundation_of_the_Kingdom,Foundation of the Kingdom,1983.0,1983.0,,completed,0.0
/wiki/Four_Sisters,Four Sisters,2001.0,2001.0,,completed,0.0
"/wiki/Freedom_Fighter,_Lee_Hoe-young","Freedom Fighter, Lee Hoe-young",2010.0,2010.0,,completed,0.0
/wiki/Freeze_(TV_series),Freeze,2006.0,2006.0,,completed,0.0
"/wiki/Friend,_Our_Legend","Friend, Our Legend",2009.0,2009.0,,completed,0.0
/wiki/Friends_(2002_TV_series),Friends,2002.0,2002.0,,completed,0.0
"/wiki/From_Now_On,_Showtime!","From Now On, Showtime!",2022.0,2022.0,,completed,0.0
/wiki/Full_House_(South_Korean_TV_series),Full House,2004.0,2004.0,,completed,0.0
/wiki/Full_House_Take_2,Full House Take 2,2012.0,2012.0,,completed,0.0
/wiki/Gangnam_Beauty,Gangnam Beauty,2018.0,2018.0,,completed,0.0
/wiki/Gangnam_Scandal,Gangnam Scandal,2018.0,2019.0,,completed,1.0
/wiki/Gap-dong,Gap-dong,2014.0,2014.0,,completed,0.0
/wiki/Gaus_Electronics,Gaus Electronics,2022.0,2022.0,,completed,0.0
/wiki/Get_Karl!_Oh_Soo-jung,Get Karl! Oh Soo-jung,2007.0,2007.0,,completed,0.0
/wiki/Get_Revenge,Get Revenge,2020.0,2021.0,,completed,1.0
/wiki/Get_Up_(film),Get Up,2008.0,2008.0,,completed,0.0
/wiki/Ghost_Doctor,Ghost Doctor,2022.0,2022.0,,completed,0.0
/wiki/Giant_(TV_series),Giant,2010.0,2010.0,,completed,0.0
/wiki/Girls%27_Generation_1979,Girls' Generation 1979,2017.0,2017.0,,completed,0.0
/wiki/Glamorous_Temptation,Glamorous Temptation,2015.0,2016.0,,completed,1.0
/wiki/Glass_Castle,Glass Castle,2008.0,2009.0,,completed,1.0
/wiki/Glass_Mask_(TV_series),Glass Mask,2012.0,2013.0,,completed,1.0
/wiki/Glass_Slippers,Glass Slippers,2002.0,2002.0,,completed,0.0
/wiki/Glitch_(South_Korean_TV_series),Glitch,2022.0,2022.0,,completed,0.0
/wiki/Gloria_(South_Korean_TV_series),Gloria,2010.0,2011.0,,completed,1.0
/wiki/Glorious_Day_(TV_series),Glorious Day,2014.0,2014.0,,completed,0.0
/wiki/Glory_Jane,Glory Jane,2011.0,2011.0,,completed,0.0
/wiki/Go_Back_(TV_series),Go Back,2017.0,2017.0,,completed,0.0
/wiki/God_of_War_(South_Korean_TV_series),God of War,2012.0,2012.0,,completed,0.0
/wiki/Goddess_of_Fire,Goddess of Fire,2013.0,2013.0,,completed,0.0
/wiki/Goddess_of_Marriage,Goddess of Marriage,2013.0,2013.0,,completed,0.0
/wiki/God%27s_Gift:_14_Days,God's Gift: 14 Days,2014.0,2014.0,,completed,0.0
"/wiki/Gogh,_The_Starry_Night","Gogh, The Starry Night",2016.0,2016.0,,completed,0.0
/wiki/Gold_Mask,Gold Mask,2022.0,2022.0,,completed,0.0
/wiki/Golden_Apple_(TV_series),Golden Apple,2005.0,2006.0,,completed,1.0
/wiki/Golden_Bride,Golden Bride,2007.0,2008.0,,completed,1.0
/wiki/Golden_Cross_(TV_series),Golden Cross,2014.0,2014.0,,completed,0.0
/wiki/Golden_Fish_(TV_series),Golden Fish,2010.0,2010.0,,completed,0.0
/wiki/Golden_House_(TV_series),Golden House,2010.0,2010.0,,completed,0.0
/wiki/Golden_Pouch,Golden Pouch,2016.0,2017.0,,completed,1.0
/wiki/Golden_Rainbow_(TV_series),Golden Rainbow,2013.0,2014.0,,completed,1.0
/wiki/Golden_Time_(TV_series),Golden Time,2012.0,2012.0,,completed,0.0
/wiki/Good_Casting,Good Casting,2020.0,2020.0,,completed,0.0
/wiki/Good_Doctor_(South_Korean_TV_series),Good Doctor,2013.0,2013.0,,completed,0.0
/wiki/Good_Job_(TV_series),Good Job,2022.0,2022.0,,completed,0.0
"/wiki/Good_Job,_Good_Job","Good Job, Good Job",2009.0,2009.0,,completed,0.0
/wiki/Good_Manager,Good Manager,2017.0,2017.0,,completed,0.0
/wiki/Goodbye_Dear_Wife,Goodbye Dear Wife,2012.0,2012.0,,completed,0.0
/wiki/Goodbye_Earth,Goodbye Earth,,,,tba,
/wiki/Goodbye_Mr._Black,Goodbye Mr. Black,2016.0,2016.0,,completed,0.0
/wiki/Goodbye_My_Love_(TV_series),Goodbye My Love,1999.0,1999.0,,completed,0.0
/wiki/Goodbye_Solo_(TV_series),Goodbye Solo,2006.0,2006.0,,completed,0.0
/wiki/Goodbye_to_Goodbye,Goodbye to Goodbye,2018.0,2018.0,,completed,0.0
/wiki/Gourmet_(TV_series),Gourmet,2008.0,2008.0,,completed,0.0
/wiki/Graceful_Family,Graceful Family,2019.0,2019.0,,completed,0.0
/wiki/Graceful_Friends,Graceful Friends,2020.0,2020.0,,completed,0.0
/wiki/Gracious_Revenge,Gracious Revenge,2019.0,2020.0,,completed,1.0
/wiki/Grand_Prince_(TV_series),Grand Prince,2018.0,2018.0,,completed,0.0
/wiki/Great_Inheritance,Great Inheritance,2006.0,2006.0,,completed,0.0
/wiki/Green_Mothers%27_Club,Green Mothers' Club,2022.0,2022.0,,completed,0.0
/wiki/Green_Rose,Green Rose,2005.0,2005.0,,completed,0.0
/wiki/Grid_(South_Korean_TV_series),Grid,2022.0,2022.0,,completed,0.0
/wiki/Grudge:_The_Revolt_of_Gumiho,Grudge: The Revolt of Gumiho,2010.0,2010.0,,completed,0.0
/wiki/Gu_Family_Book,Gu Family Book,2013.0,2013.0,,completed,0.0
/wiki/Guardian_Angel_(TV_series),Guardian Angel,2001.0,2001.0,,completed,0.0
/wiki/Guardian:_The_Lonely_and_Great_God,Guardian: The Lonely and Great God,2016.0,2017.0,,completed,1.0
/wiki/Gunman_in_Joseon,Gunman in Joseon,2014.0,2014.0,,completed,0.0
"/wiki/Gwanggaeto,_The_Great_Conqueror","Gwanggaeto, The Great Conqueror",2011.0,2012.0,,completed,1.0
/wiki/Gyebaek_(TV_series),Gyebaek,2011.0,2011.0,,completed,0.0
/wiki/Gyeongseong_Creature,Gyeongseong Creature,2023.0,2023.0,,completed,0.0
/wiki/H.I.T_(TV_series),H.I.T,2007.0,2007.0,,completed,0.0
/wiki/Haechi_(TV_series),Haechi,2019.0,2019.0,,completed,0.0
/wiki/Happiness_(South_Korean_TV_series),Happiness,2021.0,2021.0,,completed,0.0
/wiki/Happiness_in_the_Wind,Happiness in the Wind,2010.0,2010.0,,completed,0.0
/wiki/Happy_Ending_(TV_series),Happy Ending,2012.0,2012.0,,completed,0.0
/wiki/Happy_Home_(TV_series),Happy Home,2016.0,2016.0,,completed,0.0
/wiki/Happy_Sisters,Happy Sisters,2017.0,2018.0,,completed,1.0
/wiki/Happy_Together_(South_Korean_TV_series),Happy Together,1999.0,1999.0,,completed,0.0
/wiki/He_Is_Psychometric,He Is Psychometric,2019.0,2019.0,,completed,0.0
/wiki/He_Who_Can%27t_Marry_(South_Korean_TV_series),He Who Can't Marry,2009.0,2009.0,,completed,0.0
/wiki/Heading_to_the_Ground,Heading to the Ground,2009.0,2009.0,,completed,0.0
/wiki/Healer_(TV_series),Healer,2014.0,2015.0,,completed,1.0
/wiki/Heard_It_Through_the_Grapevine_(TV_series),Heard It Through the Grapevine,2015.0,2015.0,,completed,0.0
/wiki/Heart_Surgeons,Heart Surgeons,2018.0,2018.0,,completed,0.0
/wiki/Heart_to_Heart_(South_Korean_TV_series),Heart to Heart,2015.0,2015.0,,completed,0.0
/wiki/Heartbeat_(South_Korean_TV_series),Heartbeat,2023.0,2023.0,,completed,0.0
/wiki/Heartless_City,Heartless City,2013.0,2013.0,,completed,0.0
/wiki/Hearts_and_Hari,Hearts and Hari,2020.0,2020.0,,completed,0.0
/wiki/Hearts_of_Nineteen,Hearts of Nineteen,2006.0,2007.0,,completed,1.0
/wiki/Heartstrings_(South_Korean_TV_series),Heartstrings,2011.0,2011.0,,completed,0.0
/wiki/Heaven_%26_Earth_(TV_series),Heaven & Earth,2007.0,2007.0,,completed,0.0
/wiki/Hell_Is_Other_People_(TV_series),Hell Is Other People,2019.0,2019.0,,completed,0.0
/wiki/Hellbound_(TV_series),Hellbound,2021.0,2021.0,,completed,0.0
/wiki/Hello_Franceska,Hello Franceska,2005.0,2006.0,,completed,1.0
/wiki/Hello_Monster,Hello Monster,2015.0,2015.0,,completed,0.0
/wiki/Hello_My_Teacher,Hello My Teacher,2005.0,2005.0,,completed,0.0
"/wiki/Hello,_Me!","Hello, Me!",2021.0,2021.0,,completed,0.0
/wiki/Hello!_Miss,Hello! Miss,2007.0,2007.0,,completed,0.0
"/wiki/Hello,_My_Twenties!","Hello, My Twenties!",2016.0,2017.0,,completed,1.0
/wiki/Her_Private_Life_(TV_series),Her Private Life,2019.0,2019.0,,completed,0.0
/wiki/Here_Comes_Mr._Oh,Here Comes Mr. Oh,2012.0,2013.0,,completed,1.0
/wiki/Here%27s_My_Plan,Here's My Plan,2021.0,2021.0,,completed,0.0
/wiki/Hero_(2009_TV_series),Hero,2009.0,2010.0,,completed,1.0
"/wiki/Hi_Bye,_Mama!","Hi Bye, Mama!",2020.0,2020.0,,completed,0.0
/wiki/Hi!_School:_Love_On,Hi! School: Love On,2014.0,2014.0,,completed,0.0
/wiki/Hidden_Identity_(TV_series),Hidden Identity,2015.0,2015.0,,completed,0.0
/wiki/Hide_and_Seek_(TV_series),Hide and Seek,2018.0,2018.0,,completed,0.0
/wiki/High_Class_(TV_series),High Class,2021.0,2021.0,,completed,0.0
/wiki/High-End_Crush,High End Crush,2015.0,2016.0,,completed,1.0
/wiki/High_Kick_Through_the_Roof,High Kick Through the Roof,2009.0,2010.0,,completed,1.0
/wiki/High_Kick!,High Kick!,2006.0,2007.0,,completed,1.0
/wiki/High_Kick:_Revenge_of_the_Short_Legged,High Kick: Revenge of the Short Legged,2011.0,2012.0,,completed,1.0
/wiki/High_School_King_of_Savvy,High School King of Savvy,2014.0,2014.0,,completed,0.0
/wiki/High_Society_(2015_TV_series),High Society,2015.0,2015.0,,completed,0.0
/wiki/History_of_a_Salaryman,History of a Salaryman,2012.0,2012.0,,completed,0.0
/wiki/Hit_the_Top,Hit the Top,2017.0,2017.0,,completed,0.0
/wiki/Hogu%27s_Love,Hogu's Love,2015.0,2015.0,,completed,0.0
/wiki/Hold_Me_Tight_(TV_series),Hold Me Tight,2018.0,2018.0,,completed,0.0
/wiki/Hold_My_Hand_(TV_series),Hold My Hand,2013.0,2014.0,,completed,1.0
/wiki/Home_for_Summer,Home for Summer,2019.0,2019.0,,completed,0.0
/wiki/Home_Sweet_Home_(2010_TV_series),Home Sweet Home,2010.0,2010.0,,completed,0.0
/wiki/Homemade_Love_Story,Homemade Love Story,2020.0,2021.0,,completed,1.0
/wiki/Hometown_(South_Korean_TV_series),Hometown,2021.0,2021.0,,completed,0.0
/wiki/Hometown_Cha-Cha-Cha,Hometown Cha-Cha-Cha,2021.0,2021.0,,completed,0.0
/wiki/Hong_Gil-dong_(TV_series),Hong Gil-dong,2008.0,2008.0,,completed,0.0
/wiki/Hong_Kong_Express_(TV_series),Hong Kong Express,2005.0,2005.0,,completed,0.0
/wiki/Hospital_Playlist,Hospital Playlist,2020.0,2021.0,,completed,1.0
/wiki/Hospital_Ship_(TV_series),Hospital Ship,2017.0,2017.0,,completed,0.0
/wiki/Hot_Blood_(TV_series),Hot Blood,2009.0,2009.0,,completed,0.0
/wiki/Hot_Stove_League_(TV_series),Hot Stove League,2019.0,2020.0,,completed,1.0
/wiki/Hotel_del_Luna,Hotel del Luna,2019.0,2019.0,,completed,0.0
/wiki/Hotel_King,Hotel King,2014.0,2014.0,,completed,0.0
/wiki/Hotelier_(South_Korean_TV_series),Hotelier,2001.0,2001.0,,completed,0.0
/wiki/House_of_Bluebird,House of Bluebird,2015.0,2015.0,,completed,0.0
/wiki/How_Are_U_Bread,How Are U Bread,2020.0,2020.0,,completed,0.0
/wiki/How_Long_I%27ve_Kissed,How Long I've Kissed,2012.0,2012.0,,completed,0.0
/wiki/How_to_Be_Thirty,How to Be Thirty,2021.0,2021.0,,completed,0.0
/wiki/How_to_Buy_a_Friend,How to Buy a Friend,2020.0,2020.0,,completed,0.0
/wiki/How_to_Meet_a_Perfect_Neighbor,How to Meet a Perfect Neighbor,2007.0,2007.0,,completed,0.0
/wiki/How_Should_I_Be,How Should I Be,2002.0,2002.0,,completed,0.0
/wiki/Hur_Jun_(TV_series),Hur Jun,1999.0,2000.0,,completed,1.0
"/wiki/Hur_Jun,_The_Original_Story","Hur Jun, The Original Story",2013.0,2013.0,,completed,0.0
/wiki/Hush_(TV_series),Hush,2020.0,2021.0,,completed,1.0
/wiki/Hwang_Jini_(TV_series),Hwang Jini,2006.0,2006.0,,completed,0.0
/wiki/Hwarang:_The_Poet_Warrior_Youth,Hwarang: The Poet Warrior Youth,2016.0,2017.0,,completed,1.0
"/wiki/Hyde_Jekyll,_Me","Hyde Jekyll, Me",2015.0,2015.0,,completed,0.0
/wiki/Hyena_(TV_series),Hyena,2020.0,2020.0,,completed,0.0
/wiki/I_Am_Legend_(TV_series),I Am Legend,2010.0,2010.0,,completed,0.0
/wiki/I_Am_Sam_(TV_series),I Am Sam,2007.0,2007.0,,completed,0.0
/wiki/I_Am_the_Mother_Too,I Am the Mother Too,2018.0,2018.0,,completed,0.0
/wiki/I_Can_Hear_Your_Voice,I Can Hear Your Voice,2013.0,2013.0,,completed,0.0
"/wiki/I_Do,_I_Do_(TV_series)","I Do, I Do",2012.0,2012.0,,completed,0.0
/wiki/I_Have_a_Lover,I Have a Lover,2015.0,2016.0,,completed,1.0
/wiki/I_Love_Lee_Taly,I Love Lee Taly,2012.0,2013.0,,completed,1.0
/wiki/I_Need_Romance,I Need Romance,2011.0,2011.0,,completed,0.0
/wiki/I_Need_Romance_2012,I Need Romance 2012,2012.0,2012.0,,completed,0.0
/wiki/I_Need_Romance_3,I Need Romance 3,2014.0,2014.0,,completed,0.0
/wiki/I_Order_You,I Order You,2015.0,2015.0,,completed,0.0
/wiki/I_Picked_Up_a_Celebrity_on_the_Street,I Picked Up a Celebrity on the Street,2018.0,2018.0,,completed,0.0
/wiki/I_Wanna_Hear_Your_Song,I Wanna Hear Your Song,2019.0,2019.0,,completed,0.0
/wiki/I%27m_After_You,I'm After You,2015.0,2015.0,,completed,0.0
/wiki/I%27m_Not_a_Robot,I'm Not a Robot,2017.0,2018.0,,completed,1.0
"/wiki/I%27m_Sorry,_But_I_Love_You","I'm Sorry, But I Love You",2016.0,2017.0,,completed,1.0
"/wiki/I%27m_Sorry,_I_Love_You","I'm Sorry, I Love You",2004.0,2004.0,,completed,0.0
/wiki/Ice_Adonis,Ice Adonis,2012.0,2012.0,,completed,0.0
/wiki/Ice_Girl,Ice Girl,2005.0,2005.0,,completed,0.0
/wiki/Idol_Drama_Operation_Team,Idol Drama Operation Team,2017.0,2017.0,,completed,0.0
/wiki/Idol:_The_Coup,Idol: The Coup,2021.0,2021.0,,completed,0.0
/wiki/If_Tomorrow_Comes_(TV_series),If Tomorrow Comes,2011.0,2012.0,,completed,1.0
/wiki/If_You_Wish_Upon_Me,If You Wish Upon Me,2022.0,2022.0,,completed,0.0
/wiki/Iljimae_(1993_TV_series),Iljimae,1993.0,1993.0,,completed,0.0
/wiki/Iljimae,Iljimae,2008.0,2008.0,,completed,0.0
/wiki/Imaginary_Cat,Imaginary Cat,2015.0,2016.0,,completed,1.0
/wiki/Imitation_(TV_series),Imitation,2021.0,2021.0,,completed,0.0
/wiki/Immortal_Admiral_Yi_Sun-sin,Immortal Admiral Yi Sun-sin,2004.0,2005.0,,completed,1.0
/wiki/In-soon_Is_Pretty,In-soon Is Pretty,2007.0,2007.0,,completed,0.0
/wiki/Incarnation_of_Money,Incarnation of Money,2013.0,2013.0,,completed,0.0
/wiki/Innocent_Defendant,Innocent Defendant,2017.0,2017.0,,completed,0.0
/wiki/Insider_(South_Korean_TV_series),Insider,2022.0,2022.0,,completed,0.0
/wiki/Inspector_Koo,Inspector Koo,2021.0,2021.0,,completed,0.0
/wiki/Inspiring_Generation,Inspiring Generation,2014.0,2014.0,,completed,0.0
"/wiki/Insu,_the_Queen_Mother","Insu, the Queen Mother",2011.0,2012.0,,completed,1.0
/wiki/Into_the_Flames,Into the Flames,2014.0,2014.0,,completed,0.0
/wiki/Introverted_Boss,Introverted Boss,2017.0,2017.0,,completed,0.0
/wiki/Invincible_Lee_Pyung_Kang,Invincible Lee Pyung Kang,2009.0,2009.0,,completed,0.0
/wiki/Ireland_(TV_series),Ireland,2004.0,2004.0,,completed,0.0
/wiki/Iris_(TV_series),Iris,2009.0,2009.0,,completed,0.0
/wiki/Iris_II:_New_Generation,Iris II: New Generation,2013.0,2013.0,,completed,0.0
/wiki/Is_It_Fate%3F,Is It Fate?,2023.0,2023.0,,completed,0.0
/wiki/Island_(South_Korean_TV_series),Island,2022.0,2022.0,,completed,0.0
/wiki/Itaewon_Class,Itaewon Class,2020.0,2020.0,,completed,0.0
/wiki/Item_(TV_series),Item,2019.0,2019.0,,completed,0.0
/wiki/It%27s_Beautiful_Now,It's Beautiful Now,2022.0,2022.0,,completed,0.0
/wiki/It%27s_Dangerous_Beyond_the_Blankets,It's Dangerous Beyond the Blankets,2018.0,2018.0,,completed,0.0
/wiki/It%27s_My_Life_(South_Korean_TV_series),It's My Life,2018.0,2019.0,,completed,1.0
/wiki/It%27s_Okay_to_Not_Be_Okay,It's Okay to Not Be Okay,2020.0,2020.0,,completed,0.0
"/wiki/It%27s_Okay,_Daddy%27s_Girl","It's Okay, Daddy's Girl",2010.0,2011.0,,completed,1.0
"/wiki/It%27s_Okay,_That%27s_Love","It's Okay, That's Love",2014.0,2014.0,,completed,0.0
/wiki/Ja_Myung_Go,Ja Myung Go,2009.0,2009.0,,completed,0.0
/wiki/Jang_Bo-ri_Is_Here!,Jang Bo-ri Is Here!,2014.0,2014.0,,completed,0.0
"/wiki/Jang_Ok-jung,_Living_by_Love","Jang Ok-jung, Living by Love",2013.0,2013.0,,completed,0.0
/wiki/Jang_Yeong-sil_(TV_series),Jang Yeong-sil,2016.0,2016.0,,completed,0.0
/wiki/Jejungwon_(TV_series),Jejungwon,2010.0,2010.0,,completed,0.0
/wiki/Jeon_Woo-chi_(TV_series),Jeon Woo-chi,2012.0,2013.0,,completed,1.0
/wiki/Jeong_Do-jeon_(TV_series),Jeong Do-jeon,2014.0,2014.0,,completed,0.0
/wiki/Jewel_in_the_Palace,Jewel in the Palace,2003.0,2004.0,,completed,1.0
/wiki/Ji_Woon-soo%27s_Stroke_of_Luck,Ji Woon-soo's Stroke of Luck,2012.0,2012.0,,completed,0.0
/wiki/Jikji_(TV_series),Jikji,2005.0,2005.0,,completed,0.0
